offline_datapoint_11 1684869766 105786,000
offline_datapoint_5 1684869766 2839,000
offline_datapoint_26 1684869766 689774592,000
offline_datapoint_14 1684869766 500002816,000
offline_datapoint_3 1684869766 8226746368,000
offline_datapoint_9 1684869766 363569152,000
offline_datapoint_25 1684869766 10927,000
offline_datapoint_19 1684869764 93,678
offline_datapoint_8 1684869764 26455,064
offline_datapoint_21 1684869766 363569152,000
offline_datapoint_1 1684869764 18,335
offline_datapoint_20 1684869766 4070031360,000
offline_datapoint_7 1684869766 3484123136,000
offline_datapoint_6 1684869764 0,098
offline_datapoint_12 1684869764 10,015
offline_datapoint_24 1684869764 5,697
offline_datapoint_13 1684869764 36064,177
offline_datapoint_18 1684869766 0,000
offline_datapoint_0 1684869764 52316,060
offline_datapoint_16 1684869764 1424,498
offline_datapoint_28 1684869764 0,759
offline_datapoint_17 1684869764 68,341
offline_datapoint_10 1684869764 99,355
offline_datapoint_29 1684869764 7,001
offline_datapoint_22 1684869764 28112,546
offline_datapoint_4 1684869764 0,008
offline_datapoint_11 1684869769 105786,000
offline_datapoint_5 1684869769 2860,000
offline_datapoint_26 1684869769 689987584,000
offline_datapoint_14 1684869769 500768768,000
offline_datapoint_3 1684869769 8222146560,000
offline_datapoint_9 1684869769 362971136,000
offline_datapoint_25 1684869769 10930,000
offline_datapoint_19 1684869767 3,668
offline_datapoint_8 1684869767 10913,890
offline_datapoint_21 1684869769 362971136,000
offline_datapoint_1 1684869767 1,334
offline_datapoint_20 1684869769 4064354304,000
offline_datapoint_7 1684869769 3491201024,000
offline_datapoint_6 1684869767 0,033
offline_datapoint_12 1684869767 2,363
offline_datapoint_24 1684869767 1,530
offline_datapoint_13 1684869767 8811,936
offline_datapoint_18 1684869769 0,000
offline_datapoint_0 1684869767 13597,349
offline_datapoint_16 1684869767 527,489
offline_datapoint_28 1684869767 0,427
offline_datapoint_17 1684869767 35,677
offline_datapoint_10 1684869767 99,564
offline_datapoint_29 1684869767 5,335
offline_datapoint_22 1684869767 10565,383
offline_datapoint_4 1684869767 0,004
offline_datapoint_11 1684869772 105786,000
offline_datapoint_5 1684869772 2872,000
offline_datapoint_26 1684869772 689954816,000
offline_datapoint_14 1684869772 501260288,000
offline_datapoint_3 1684869772 8229736448,000
offline_datapoint_9 1684869772 362541056,000
offline_datapoint_25 1684869772 10921,000
offline_datapoint_19 1684869770 17,003
offline_datapoint_8 1684869770 19899,936
offline_datapoint_21 1684869772 362541056,000
offline_datapoint_1 1684869770 3,001
offline_datapoint_20 1684869772 4073222144,000
offline_datapoint_7 1684869772 3519619072,000
offline_datapoint_6 1684869770 0,098
offline_datapoint_12 1684869770 4,677
offline_datapoint_24 1684869770 3,223
offline_datapoint_13 1684869770 16850,333
offline_datapoint_18 1684869772 0,000
offline_datapoint_0 1684869770 26123,167
offline_datapoint_16 1684869770 1039,539
offline_datapoint_28 1684869770 0,260
offline_datapoint_17 1684869770 32,006
offline_datapoint_10 1684869770 99,735
offline_datapoint_29 1684869770 8,668
offline_datapoint_22 1684869770 11690,667
offline_datapoint_4 1684869770 0,003
offline_datapoint_11 1684869775 105786,000
offline_datapoint_5 1684869775 2887,000
offline_datapoint_26 1684869775 690503680,000
offline_datapoint_14 1684869775 500977664,000
offline_datapoint_3 1684869775 8246538240,000
offline_datapoint_9 1684869775 363278336,000
offline_datapoint_25 1684869775 10912,000
offline_datapoint_19 1684869773 3,667
offline_datapoint_8 1684869773 20592,284
offline_datapoint_21 1684869775 363278336,000
offline_datapoint_1 1684869773 1,333
offline_datapoint_20 1684869775 4087652352,000
offline_datapoint_7 1684869775 3531730944,000
offline_datapoint_6 1684869773 0,065
offline_datapoint_12 1684869773 3,867
offline_datapoint_24 1684869773 2,311
offline_datapoint_13 1684869773 11964,359
offline_datapoint_18 1684869775 0,000
offline_datapoint_0 1684869773 18175,545
offline_datapoint_16 1684869773 1185,036
offline_datapoint_28 1684869773 0,478
offline_datapoint_17 1684869773 33,001
offline_datapoint_10 1684869773 99,510
offline_datapoint_29 1684869773 7,000
offline_datapoint_22 1684869773 11708,768
offline_datapoint_4 1684869773 0,005
offline_datapoint_11 1684869778 105786,000
offline_datapoint_5 1684869778 2889,000
offline_datapoint_26 1684869778 690073600,000
offline_datapoint_14 1684869778 501059584,000
offline_datapoint_3 1684869778 8236838912,000
offline_datapoint_9 1684869778 360345600,000
offline_datapoint_25 1684869778 10953,000
offline_datapoint_19 1684869776 3,000
offline_datapoint_8 1684869776 21786,736
offline_datapoint_21 1684869778 360345600,000
offline_datapoint_1 1684869776 0,667
offline_datapoint_20 1684869778 4077416448,000
offline_datapoint_7 1684869778 3495428096,000
offline_datapoint_6 1684869776 0,195
offline_datapoint_12 1684869776 4,709
offline_datapoint_24 1684869776 2,735
offline_datapoint_13 1684869776 9004,717
offline_datapoint_18 1684869778 0,000
offline_datapoint_0 1684869776 13743,428
offline_datapoint_16 1684869776 853,068
offline_datapoint_28 1684869776 0,396
offline_datapoint_17 1684869776 31,669
offline_datapoint_10 1684869776 99,660
offline_datapoint_29 1684869776 9,001
offline_datapoint_22 1684869776 12977,853
offline_datapoint_4 1684869776 0,004
offline_datapoint_11 1684869781 105786,000
offline_datapoint_5 1684869781 2892,000
offline_datapoint_26 1684869781 690221056,000
offline_datapoint_14 1684869781 497688576,000
offline_datapoint_3 1684869781 8232001536,000
offline_datapoint_9 1684869781 360357888,000
offline_datapoint_25 1684869781 10948,000
offline_datapoint_19 1684869779 14,001
offline_datapoint_8 1684869779 14225,411
offline_datapoint_21 1684869781 360357888,000
offline_datapoint_1 1684869779 2,334
offline_datapoint_20 1684869781 4080140288,000
offline_datapoint_7 1684869781 3499864064,000
offline_datapoint_6 1684869779 0,098
offline_datapoint_12 1684869779 3,833
offline_datapoint_24 1684869779 2,279
offline_datapoint_13 1684869779 6937,859
offline_datapoint_18 1684869781 0,000
offline_datapoint_0 1684869779 9793,742
offline_datapoint_16 1684869779 1305,099
offline_datapoint_28 1684869779 0,345
offline_datapoint_17 1684869779 37,003
offline_datapoint_10 1684869779 99,625
offline_datapoint_29 1684869779 6,334
offline_datapoint_22 1684869779 11476,180
offline_datapoint_4 1684869779 0,003
offline_datapoint_11 1684869784 105786,000
offline_datapoint_5 1684869784 2877,000
offline_datapoint_26 1684869784 690212864,000
offline_datapoint_14 1684869784 497852416,000
offline_datapoint_3 1684869784 8231481344,000
offline_datapoint_9 1684869784 360521728,000
offline_datapoint_25 1684869784 10955,000
offline_datapoint_19 1684869782 8,335
offline_datapoint_8 1684869782 14531,365
offline_datapoint_21 1684869784 360521728,000
offline_datapoint_1 1684869782 1,334
offline_datapoint_20 1684869784 4078051328,000
offline_datapoint_7 1684869784 3494952960,000
offline_datapoint_6 1684869782 0,065
offline_datapoint_12 1684869782 2,589
offline_datapoint_24 1684869782 1,433
offline_datapoint_13 1684869782 4286,561
offline_datapoint_18 1684869784 0,000
offline_datapoint_0 1684869782 6309,983
offline_datapoint_16 1684869782 619,129
offline_datapoint_28 1684869782 0,306
offline_datapoint_17 1684869782 13,336
offline_datapoint_10 1684869782 99,636
offline_datapoint_29 1684869782 2,667
offline_datapoint_22 1684869782 15974,400
offline_datapoint_4 1684869782 0,003
offline_datapoint_11 1684869787 105786,000
offline_datapoint_5 1684869787 2825,000
offline_datapoint_26 1684869787 690188288,000
offline_datapoint_14 1684869787 497881088,000
offline_datapoint_3 1684869787 8226410496,000
offline_datapoint_9 1684869787 360624128,000
offline_datapoint_25 1684869787 10951,000
offline_datapoint_19 1684869785 0,000
offline_datapoint_8 1684869785 9798,736
offline_datapoint_21 1684869787 360624128,000
offline_datapoint_1 1684869785 0,000
offline_datapoint_20 1684869787 4074168320,000
offline_datapoint_7 1684869787 3493904384,000
offline_datapoint_6 1684869785 0,033
offline_datapoint_12 1684869785 1,491
offline_datapoint_24 1684869785 0,912
offline_datapoint_13 1684869785 3181,698
offline_datapoint_18 1684869787 0,000
offline_datapoint_0 1684869785 4678,223
offline_datapoint_16 1684869785 612,609
offline_datapoint_28 1684869785 0,137
offline_datapoint_17 1684869785 7,333
offline_datapoint_10 1684869785 99,881
offline_datapoint_29 1684869785 1,333
offline_datapoint_22 1684869785 11357,091
offline_datapoint_4 1684869785 0,001
offline_datapoint_11 1684869790 105786,000
offline_datapoint_5 1684869790 2806,000
offline_datapoint_26 1684869790 690188288,000
offline_datapoint_14 1684869790 497909760,000
offline_datapoint_3 1684869790 8216006656,000
offline_datapoint_9 1684869790 361205760,000
offline_datapoint_25 1684869790 10961,000
offline_datapoint_19 1684869788 2,667
offline_datapoint_8 1684869788 16394,993
offline_datapoint_21 1684869790 361205760,000
offline_datapoint_1 1684869788 0,333
offline_datapoint_20 1684869790 4065263616,000
offline_datapoint_7 1684869790 3485970432,000
offline_datapoint_6 1684869788 0,000
offline_datapoint_12 1684869788 2,204
offline_datapoint_24 1684869788 1,270
offline_datapoint_13 1684869788 4349,216
offline_datapoint_18 1684869790 0,000
offline_datapoint_0 1684869788 6224,596
offline_datapoint_16 1684869788 903,517
offline_datapoint_28 1684869788 0,251
offline_datapoint_17 1684869788 7,335
offline_datapoint_10 1684869788 99,764
offline_datapoint_29 1684869788 3,667
offline_datapoint_22 1684869788 10612,364
offline_datapoint_4 1684869788 0,003
offline_datapoint_11 1684869793 105786,000
offline_datapoint_5 1684869793 2800,000
offline_datapoint_26 1684869793 690196480,000
offline_datapoint_14 1684869793 498176000,000
offline_datapoint_3 1684869793 8214261760,000
offline_datapoint_9 1684869793 360841216,000
offline_datapoint_25 1684869793 10960,000
offline_datapoint_19 1684869791 0,000
offline_datapoint_8 1684869791 1958,857
offline_datapoint_21 1684869793 360841216,000
offline_datapoint_1 1684869791 0,000
offline_datapoint_20 1684869793 4065091584,000
offline_datapoint_7 1684869793 3485966336,000
offline_datapoint_6 1684869791 0,033
offline_datapoint_12 1684869791 0,510
offline_datapoint_24 1684869791 0,260
offline_datapoint_13 1684869791 1388,135
offline_datapoint_18 1684869793 0,000
offline_datapoint_0 1684869791 2016,196
offline_datapoint_16 1684869791 147,681
offline_datapoint_28 1684869791 0,307
offline_datapoint_17 1684869791 6,667
offline_datapoint_10 1684869791 99,683
offline_datapoint_29 1684869791 2,667
offline_datapoint_22 1684869791 14950,400
offline_datapoint_4 1684869791 0,003
offline_datapoint_11 1684869796 105786,000
offline_datapoint_5 1684869796 2799,000
offline_datapoint_26 1684869796 690184192,000
offline_datapoint_14 1684869796 498212864,000
offline_datapoint_3 1684869796 8213458944,000
offline_datapoint_9 1684869796 361156608,000
offline_datapoint_25 1684869796 10971,000
offline_datapoint_19 1684869794 2,667
offline_datapoint_8 1684869794 6555,150
offline_datapoint_21 1684869796 361156608,000
offline_datapoint_1 1684869794 0,333
offline_datapoint_20 1684869796 4064608256,000
offline_datapoint_7 1684869796 3486400512,000
offline_datapoint_6 1684869794 0,000
offline_datapoint_12 1684869794 1,158
offline_datapoint_24 1684869794 0,488
offline_datapoint_13 1684869794 2320,407
offline_datapoint_18 1684869796 0,000
offline_datapoint_0 1684869794 3331,251
offline_datapoint_16 1684869794 522,092
offline_datapoint_28 1684869794 0,176
offline_datapoint_17 1684869794 5,334
offline_datapoint_10 1684869794 99,796
offline_datapoint_29 1684869794 0,667
offline_datapoint_22 1684869794 12288,000
offline_datapoint_4 1684869794 0,002
offline_datapoint_11 1684869799 105786,000
offline_datapoint_5 1684869799 2825,000
offline_datapoint_26 1684869799 690266112,000
offline_datapoint_14 1684869799 498360320,000
offline_datapoint_3 1684869799 8217927680,000
offline_datapoint_9 1684869799 361037824,000
offline_datapoint_25 1684869799 10966,000
offline_datapoint_19 1684869797 4,000
offline_datapoint_8 1684869797 5988,077
offline_datapoint_21 1684869799 361037824,000
offline_datapoint_1 1684869797 1,333
offline_datapoint_20 1684869799 4068515840,000
offline_datapoint_7 1684869799 3498483712,000
offline_datapoint_6 1684869797 0,000
offline_datapoint_12 1684869797 1,069
offline_datapoint_24 1684869797 1,009
offline_datapoint_13 1684869797 4081,265
offline_datapoint_18 1684869799 0,000
offline_datapoint_0 1684869797 7121,632
offline_datapoint_16 1684869797 236,643
offline_datapoint_28 1684869797 0,202
offline_datapoint_17 1684869797 7,666
offline_datapoint_10 1684869797 99,824
offline_datapoint_29 1684869797 0,667
offline_datapoint_22 1684869797 19188,870
offline_datapoint_4 1684869797 0,002
offline_datapoint_11 1684869802 105786,000
offline_datapoint_5 1684869802 2830,000
offline_datapoint_26 1684869802 690311168,000
offline_datapoint_14 1684869802 498348032,000
offline_datapoint_3 1684869802 8218460160,000
offline_datapoint_9 1684869802 361148416,000
offline_datapoint_25 1684869802 10955,000
offline_datapoint_19 1684869800 2,667
offline_datapoint_8 1684869800 6164,865
offline_datapoint_21 1684869802 361148416,000
offline_datapoint_1 1684869800 0,333
offline_datapoint_20 1684869802 4070318080,000
offline_datapoint_7 1684869802 3499921408,000
offline_datapoint_6 1684869800 0,130
offline_datapoint_12 1684869800 1,713
offline_datapoint_24 1684869800 0,912
offline_datapoint_13 1684869800 2603,647
offline_datapoint_18 1684869802 0,000
offline_datapoint_0 1684869800 3833,286
offline_datapoint_16 1684869800 520,796
offline_datapoint_28 1684869800 0,190
offline_datapoint_17 1684869800 10,669
offline_datapoint_10 1684869800 99,772
offline_datapoint_29 1684869800 0,667
offline_datapoint_22 1684869800 9344,000
offline_datapoint_4 1684869800 0,002
offline_datapoint_11 1684869805 105786,000
offline_datapoint_5 1684869805 2829,000
offline_datapoint_26 1684869805 690298880,000
offline_datapoint_14 1684869805 498352128,000
offline_datapoint_3 1684869805 8218882048,000
offline_datapoint_9 1684869805 361644032,000
offline_datapoint_25 1684869805 10966,000
offline_datapoint_19 1684869803 0,000
offline_datapoint_8 1684869803 15671,583
offline_datapoint_21 1684869805 361644032,000
offline_datapoint_1 1684869803 0,000
offline_datapoint_20 1684869805 4071854080,000
offline_datapoint_7 1684869805 3497881600,000
offline_datapoint_6 1684869803 0,000
offline_datapoint_12 1684869803 2,008
offline_datapoint_24 1684869803 1,270
offline_datapoint_13 1684869803 4778,149
offline_datapoint_18 1684869805 0,000
offline_datapoint_0 1684869803 6501,657
offline_datapoint_16 1684869803 856,420
offline_datapoint_28 1684869803 0,280
offline_datapoint_17 1684869803 7,667
offline_datapoint_10 1684869803 99,714
offline_datapoint_29 1684869803 3,000
offline_datapoint_22 1684869803 15315,478
offline_datapoint_4 1684869803 0,003
offline_datapoint_11 1684869808 105786,000
offline_datapoint_5 1684869808 2829,000
offline_datapoint_26 1684869808 690319360,000
offline_datapoint_14 1684869808 498286592,000
offline_datapoint_3 1684869808 8220626944,000
offline_datapoint_9 1684869808 360312832,000
offline_datapoint_25 1684869808 10958,000
offline_datapoint_19 1684869806 2,653
offline_datapoint_8 1684869806 5486,356
offline_datapoint_21 1684869808 360312832,000
offline_datapoint_1 1684869806 0,332
offline_datapoint_20 1684869808 4072067072,000
offline_datapoint_7 1684869808 3497959424,000
offline_datapoint_6 1684869806 0,000
offline_datapoint_12 1684869806 1,414
offline_datapoint_24 1684869806 0,615
offline_datapoint_13 1684869806 1981,562
offline_datapoint_18 1684869808 0,000
offline_datapoint_0 1684869806 2892,914
offline_datapoint_16 1684869806 256,359
offline_datapoint_28 1684869806 0,149
offline_datapoint_17 1684869806 9,618
offline_datapoint_10 1684869806 99,840
offline_datapoint_29 1684869806 1,327
offline_datapoint_22 1684869806 9180,690
offline_datapoint_4 1684869806 0,001
offline_datapoint_11 1684869811 105786,000
offline_datapoint_5 1684869811 2823,000
offline_datapoint_26 1684869811 690364416,000
offline_datapoint_14 1684869811 498372608,000
offline_datapoint_3 1684869811 8221622272,000
offline_datapoint_9 1684869811 360542208,000
offline_datapoint_25 1684869811 10963,000
offline_datapoint_19 1684869809 0,000
offline_datapoint_8 1684869809 19958,252
offline_datapoint_21 1684869811 360542208,000
offline_datapoint_1 1684869809 0,000
offline_datapoint_20 1684869811 4073029632,000
offline_datapoint_7 1684869811 3497357312,000
offline_datapoint_6 1684869809 0,000
offline_datapoint_12 1684869809 2,561
offline_datapoint_24 1684869809 1,237
offline_datapoint_13 1684869809 5353,181
offline_datapoint_18 1684869811 0,000
offline_datapoint_0 1684869809 7184,024
offline_datapoint_16 1684869809 1033,099
offline_datapoint_28 1684869809 0,319
offline_datapoint_17 1684869809 12,335
offline_datapoint_10 1684869809 99,766
offline_datapoint_29 1684869809 3,334
offline_datapoint_22 1684869809 11513,081
offline_datapoint_4 1684869809 0,003
offline_datapoint_11 1684869814 105786,000
offline_datapoint_5 1684869814 2818,000
offline_datapoint_26 1684869814 690282496,000
offline_datapoint_14 1684869814 498479104,000
offline_datapoint_3 1684869814 8228401152,000
offline_datapoint_9 1684869814 360566784,000
offline_datapoint_25 1684869814 10957,000
offline_datapoint_19 1684869812 0,000
offline_datapoint_8 1684869812 3398,922
offline_datapoint_21 1684869814 360566784,000
offline_datapoint_1 1684869812 0,000
offline_datapoint_20 1684869814 4080005120,000
offline_datapoint_7 1684869814 3505205248,000
offline_datapoint_6 1684869812 0,000
offline_datapoint_12 1684869812 0,478
offline_datapoint_24 1684869812 0,456
offline_datapoint_13 1684869812 1604,139
offline_datapoint_18 1684869814 0,000
offline_datapoint_0 1684869812 2302,388
offline_datapoint_16 1684869812 175,979
offline_datapoint_28 1684869812 0,227
offline_datapoint_17 1684869812 5,666
offline_datapoint_10 1684869812 99,760
offline_datapoint_29 1684869812 0,000
offline_datapoint_22 1684869812 17347,765
offline_datapoint_4 1684869812 0,002
offline_datapoint_11 1684869817 105786,000
offline_datapoint_5 1684869817 2819,000
offline_datapoint_26 1684869817 690364416,000
offline_datapoint_14 1684869817 498446336,000
offline_datapoint_3 1684869817 8228655104,000
offline_datapoint_9 1684869817 359706624,000
offline_datapoint_25 1684869817 10948,000
offline_datapoint_19 1684869815 2,668
offline_datapoint_8 1684869815 11661,819
offline_datapoint_21 1684869817 359706624,000
offline_datapoint_1 1684869815 0,333
offline_datapoint_20 1684869817 4080300032,000
offline_datapoint_7 1684869817 3506683904,000
offline_datapoint_6 1684869815 0,000
offline_datapoint_12 1684869815 2,529
offline_datapoint_24 1684869815 1,172
offline_datapoint_13 1684869815 3309,178
offline_datapoint_18 1684869817 0,000
offline_datapoint_0 1684869815 5104,818
offline_datapoint_16 1684869815 723,924
offline_datapoint_28 1684869815 0,234
