50 1684537733 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537734 0,600000 -1,000000 -101,000000 0,000000 0,000000
69 1684537738 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537739 5,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537735 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537736 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537737 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537738 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537739 0,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537740 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537741 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537742 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537743 16,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537744 16,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537745 16,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537746 16,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537747 16,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537748 9,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537749 9,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537740 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537741 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537742 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537743 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537744 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537745 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537746 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537747 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537748 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537749 0,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537750 9,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537751 9,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537752 9,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537753 12,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537754 12,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537750 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537751 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537752 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537753 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537754 0,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537755 12,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537756 12,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537757 12,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537758 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537759 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537760 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537761 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537762 5,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537763 4,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537764 4,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537765 4,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537766 4,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537767 4,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537768 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537769 6,800000 -1,000000 -101,000000 0,000000 0,000000
50 1684537755 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537756 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537757 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537763 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537764 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537765 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537766 0,600000 -1,000000 -101,000000 0,000000 0,000000
50 1684537767 0,600000 -1,000000 -101,000000 0,000000 0,000000
69 1684537770 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537771 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537772 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537773 8,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537774 8,800000 -1,000000 -101,000000 0,000000 0,000000
50 1684537773 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537774 0,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537775 8,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537776 8,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537777 8,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537778 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537779 6,800000 -1,000000 -101,000000 0,000000 0,000000
50 1684537775 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537776 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537777 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537778 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537779 0,400000 -1,000000 -101,000000 0,000000 0,000000
69 1684537780 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537781 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537782 6,800000 -1,000000 -101,000000 0,000000 0,000000
69 1684537783 10,000000 -1,000000 -101,000000 0,000000 0,000000
69 1684537784 10,000000 -1,000000 -101,000000 0,000000 0,000000
50 1684537780 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537781 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537782 0,400000 -1,000000 -101,000000 0,000000 0,000000
50 1684537783 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537784 0,200000 -1,000000 -101,000000 0,000000 0,000000
69 1684537785 10,000000 -1,000000 -101,000000 0,000000 0,000000
69 1684537786 10,000000 -1,000000 -101,000000 0,000000 0,000000
69 1684537787 10,000000 -1,000000 -101,000000 0,000000 0,000000
69 1684537788 7,000000 -1,000000 -101,000000 0,000000 0,000000
69 1684537789 7,000000 -1,000000 -101,000000 0,000000 0,000000
50 1684537785 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537786 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537787 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537788 0,200000 -1,000000 -101,000000 0,000000 0,000000
50 1684537789 0,200000 -1,000000 -101,000000 0,000000 0,000000
